run,split,accuracy,precision_macro,recall_macro,f1_macro
exp1_baseline,cifar,0.7974,0.8090642354408081,0.7973999999999999,0.7955016351100065
exp1_baseline,own,0.7093235831809872,0.7253410556598978,0.7361194718303679,0.7220026413069844
