run,split,accuracy,precision_macro,recall_macro,f1_macro
exp3_with_own,cifar,0.807,0.8135011538889886,0.807,0.8045213757626865
exp3_with_own,own,0.7239488117001828,0.7336150382042177,0.7542688749740302,0.7368616066857807
