epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.4037777781486511,0.0010000000474974513,1.6373707056045532,0.45579999685287476,1.5999213457107544
1,0.5253111124038696,0.0010000000474974513,1.335052490234375,0.5022000074386597,1.5110048055648804
2,0.5763999819755554,0.0010000000474974513,1.204111933708191,0.5288000106811523,1.4481922388076782
3,0.6050222516059875,0.0010000000474974513,1.123258352279663,0.5230000019073486,1.7948806285858154
4,0.6313111186027527,0.0010000000474974513,1.0605885982513428,0.6158000230789185,1.2282794713974
5,0.6521111130714417,0.0010000000474974513,1.0050013065338135,0.6119999885559082,1.2162524461746216
6,0.6673555374145508,0.0010000000474974513,0.9647163152694702,0.6200000047683716,1.1536163091659546
7,0.6766444444656372,0.0010000000474974513,0.9346464276313782,0.6546000242233276,1.0380319356918335
8,0.6955111026763916,0.0010000000474974513,0.8945195078849792,0.6682000160217285,0.9927064180374146
9,0.6987777948379517,0.0010000000474974513,0.8773193359375,0.650600016117096,1.0423078536987305
10,0.7081111073493958,0.0010000000474974513,0.8540904521942139,0.6759999990463257,1.043155312538147
11,0.7178666591644287,0.0010000000474974513,0.835751473903656,0.6881999969482422,0.9853093028068542
12,0.7200444340705872,0.0010000000474974513,0.817642867565155,0.6714000105857849,1.0568664073944092
13,0.725266695022583,0.0010000000474974513,0.8026496767997742,0.6998000144958496,0.918850302696228
14,0.7314444184303284,0.0010000000474974513,0.7920752763748169,0.7378000020980835,0.7903632521629333
15,0.7325555682182312,0.0010000000474974513,0.7798871397972107,0.7071999907493591,0.8730784058570862
16,0.7388444542884827,0.0010000000474974513,0.7699956893920898,0.7178000211715698,0.8436816334724426
17,0.7419999837875366,0.0010000000474974513,0.7551886439323425,0.7006000280380249,0.9066844582557678
18,0.7454222440719604,0.0010000000474974513,0.7510636448860168,0.678600013256073,1.0103492736816406
19,0.7557333111763,0.0005000000237487257,0.7198795080184937,0.7099999785423279,0.8919380903244019
20,0.7651110887527466,0.0005000000237487257,0.6904226541519165,0.7414000034332275,0.7723677158355713
21,0.7655333280563354,0.0005000000237487257,0.6881684064865112,0.743399977684021,0.8185341954231262
22,0.7689555287361145,0.0005000000237487257,0.6828733086585999,0.7512000203132629,0.7327791452407837
23,0.7707555294036865,0.0005000000237487257,0.6765961647033691,0.7638000249862671,0.7079817056655884
24,0.7718444466590881,0.0005000000237487257,0.6683183312416077,0.7692000269889832,0.6917421817779541
25,0.7741555571556091,0.0005000000237487257,0.66336989402771,0.7473999857902527,0.7749086022377014
26,0.7755555510520935,0.0005000000237487257,0.6505916714668274,0.7742000222206116,0.677613377571106
27,0.775866687297821,0.0005000000237487257,0.6588985919952393,0.7631999850273132,0.7374157905578613
28,0.7805111408233643,0.0005000000237487257,0.64836585521698,0.7504000067710876,0.778451144695282
29,0.7829333543777466,0.0005000000237487257,0.6433027982711792,0.7504000067710876,0.7455607652664185
30,0.7830666899681091,0.0005000000237487257,0.6396030783653259,0.7749999761581421,0.6663092970848083
31,0.782355546951294,0.0005000000237487257,0.642194926738739,0.7616000175476074,0.7201374173164368
32,0.7824666500091553,0.0005000000237487257,0.6340264081954956,0.7785999774932861,0.6811261773109436
33,0.7834888696670532,0.0005000000237487257,0.636692464351654,0.7444000244140625,0.7785030603408813
34,0.7838000059127808,0.0005000000237487257,0.6306968927383423,0.7797999978065491,0.6666201949119568
35,0.7919555306434631,0.0002500000118743628,0.6127468347549438,0.7851999998092651,0.655419111251831
36,0.7955555319786072,0.0002500000118743628,0.6067095398902893,0.7843999862670898,0.638791561126709
37,0.7969555258750916,0.0002500000118743628,0.5958458185195923,0.7599999904632568,0.7565945982933044
38,0.7977777719497681,0.0002500000118743628,0.5967050194740295,0.7784000039100647,0.6793079376220703
39,0.7972888946533203,0.0002500000118743628,0.5928438305854797,0.7738000154495239,0.6744230389595032
40,0.7983555793762207,0.0002500000118743628,0.5930936336517334,0.7730000019073486,0.7025808691978455
41,0.800266683101654,0.0001250000059371814,0.5795484185218811,0.7914000153541565,0.6446338891983032
42,0.8031555414199829,0.0001250000059371814,0.5779439806938171,0.8004000186920166,0.6090983152389526
43,0.8044888973236084,0.0001250000059371814,0.577855110168457,0.7961999773979187,0.6176775097846985
44,0.8065333366394043,0.0001250000059371814,0.5758200287818909,0.8026000261306763,0.5983241200447083
45,0.8045333623886108,0.0001250000059371814,0.5713639259338379,0.7906000018119812,0.647209644317627
46,0.8055111169815063,0.0001250000059371814,0.5752212405204773,0.7871999740600586,0.6536306738853455
47,0.8046000003814697,0.0001250000059371814,0.5702930688858032,0.7918000221252441,0.6421917676925659
48,0.8047999739646912,0.0001250000059371814,0.5683062672615051,0.7961999773979187,0.6144056916236877
49,0.8062000274658203,6.25000029685907e-05,0.5659061074256897,0.795199990272522,0.6242380142211914
