run,split,accuracy,precision_macro,recall_macro,f1_macro
exp5_transfer,cifar,0.7971,0.8031902579493992,0.7971,0.7934459457393667
exp5_transfer,own,0.7276051188299817,0.728476893863101,0.7577238175852742,0.7309923061774476
